呼び出し元→ID: 1348-535-3, Dates: ['2024/05/30', '2024/06/04']
呼び出し元→ID: 1348-535-3, Dates: ['2024/05/30', '2024/06/04']
呼び出し元→ID: 1411-153-2, Dates: ['2024/05/30', '2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-555-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-555-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-556-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-556-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-558-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-558-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-560-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-560-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-561-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-561-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-562-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-562-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-563-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-563-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-565-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-565-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-566-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-566-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-567-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-567-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-568-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-568-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-569-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-569-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-571-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-571-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-572-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-572-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-577-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-577-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-579-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-579-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-581-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-581-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-582-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-582-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-583-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-583-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-584-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-584-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-585-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-585-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-586-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-586-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-588-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-588-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-589-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-589-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-590-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-590-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-591-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-591-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-592-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-592-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-593-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-593-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-594-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-594-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-595-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-595-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-596-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-596-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-605-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-605-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-606-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-606-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-608-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-608-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-609-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-609-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-610-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-610-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-612-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-612-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-613-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-613-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-616-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-616-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-619-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-619-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-620-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-620-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-621-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-621-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-622-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-622-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-623-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-623-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-624-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-624-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-626-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-626-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-628-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-628-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-629-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-629-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-630-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-630-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-631-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-631-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-670-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-670-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-672-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-672-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-673-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-673-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-674-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-674-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-675-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-675-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-676-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-676-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-677-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-677-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-678-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-678-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-679-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-679-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-680-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-680-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-681-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-681-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-682-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-682-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-683-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-683-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-684-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-684-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-685-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-685-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-686-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-686-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-687-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-687-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-688-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-688-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-689-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-689-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-690-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-690-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-691-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-691-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-692-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-692-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-693-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-693-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-694-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-694-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-695-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-695-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-696-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-696-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-697-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-697-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-698-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-698-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-699-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-699-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-700-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-700-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-701-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-701-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-703-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-703-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-706-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-706-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-707-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-707-4, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-708-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-708-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-709-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-709-6, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-710-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-710-9, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-711-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-711-0, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-712-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-712-1, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-713-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-713-2, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-714-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-714-3, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-716-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-716-5, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-718-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-718-7, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-719-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1411-719-8, Dates: ['2024/06/03', '2024/06/04']
呼び出し元→ID: 1348-535-3, Dates: ['2024/06/04']
[(7253, '2024/06/04', '0', 13500, '1348-535-3')]が2の金額データ
[(3169, '1348-535-3', '1993', 'Explorer II  Certified Pre-Owned', '16550', '', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1348-535-3.html')]
呼び出し元→ID: 1352-565-2, Dates: ['2024/06/03', '2024/06/04']
[(6901, '2024/06/03', '0', 13300, '1352-565-2')]が2の金額データ
[(7252, '2024/06/04', '0', 13500, '1352-565-2')]が0の金額データ
[(2562, '1352-565-2', '2002', 'Explorer', '114270', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1352-565-2.html')]
[(2562, '1352-565-2', '2002', 'Explorer', '114270', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1352-565-2.html')]
呼び出し元→ID: 1355-410-6, Dates: ['2024/06/03', '2024/06/04']
[(6896, '2024/06/03', '0', 7300, '1355-410-6')]が2の金額データ
[(7247, '2024/06/04', '0', 10500, '1355-410-6')]が0の金額データ
[(2560, '1355-410-6', '2002', 'Explorer II', '16570', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1355-410-6.html')]
[(2560, '1355-410-6', '2002', 'Explorer II', '16570', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1355-410-6.html')]
呼び出し元→ID: 1355-472-0, Dates: ['2024/06/03', '2024/06/04']
[(6900, '2024/06/03', '0', 7900, '1355-472-0')]が2の金額データ
[(7251, '2024/06/04', '0', 10000, '1355-472-0')]が0の金額データ
[(2561, '1355-472-0', '1991', 'Sea-Dweller', '16600', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1355-472-0.html')]
[(2561, '1355-472-0', '1991', 'Sea-Dweller', '16600', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1355-472-0.html')]
呼び出し元→ID: 1357-414-8, Dates: ['2024/06/03', '2024/06/04']
[(6899, '2024/06/03', '0', 10500, '1357-414-8')]が2の金額データ
[(7250, '2024/06/04', '0', 12500, '1357-414-8')]が0の金額データ
[(3168, '1357-414-8', '1997', 'Datejust  Certified Pre-Owned', '16248', '', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1357-414-8.html')]
[(3168, '1357-414-8', '1997', 'Datejust  Certified Pre-Owned', '16248', '', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1357-414-8.html')]
呼び出し元→ID: 1358-599-6, Dates: ['2024/06/03', '2024/06/04']
[(6898, '2024/06/03', '0', 18000, '1358-599-6')]が2の金額データ
[(7249, '2024/06/04', '0', 11900, '1358-599-6')]が0の金額データ
[(3167, '1358-599-6', '1999', 'Submariner  Certified Pre-Owned', '14060', '', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1358-599-6.html')]
[(3167, '1358-599-6', '1999', 'Submariner  Certified Pre-Owned', '14060', '', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1358-599-6.html')]
呼び出し元→ID: 1360-105-7, Dates: ['2024/06/03', '2024/06/04']
[(6897, '2024/06/03', '0', 9500, '1360-105-7')]が2の金額データ
[(7248, '2024/06/04', '0', 24200, '1360-105-7')]が0の金額データ
[(3166, '1360-105-7', '1993', 'Datejust  Certified Pre-Owned', '16014', '', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1360-105-7.html')]
[(3166, '1360-105-7', '1993', 'Datejust  Certified Pre-Owned', '16014', '', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1360-105-7.html')]
呼び出し元→ID: 1362-773-5, Dates: ['2024/06/03', '2024/06/04']
[(6895, '2024/06/03', '0', 10200, '1362-773-5')]が2の金額データ
[(7246, '2024/06/04', '0', 9800, '1362-773-5')]が0の金額データ
[(2743, '1362-773-5', '1997', 'Sea-Dweller', '16600', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1362-773-5.html')]
[(2743, '1362-773-5', '1997', 'Sea-Dweller', '16600', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1362-773-5.html')]
呼び出し元→ID: 1363-868-5, Dates: ['2024/06/03', '2024/06/04']
[(6889, '2024/06/03', '0', 35000, '1363-868-5')]が2の金額データ
[(7240, '2024/06/04', '0', 28900, '1363-868-5')]が0の金額データ
[(3163, '1363-868-5', '2001', 'Datejust  Certified Pre-Owned', '116200', '', 'Rose\nsales guarantee (original)', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1363-868-5.html')]
[(3163, '1363-868-5', '2001', 'Datejust  Certified Pre-Owned', '116200', '', 'Rose\nsales guarantee (original)', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1363-868-5.html')]
呼び出し元→ID: 1364-286-3, Dates: ['2024/06/03', '2024/06/04']
[(6887, '2024/06/03', '0', 8200, '1364-286-3')]が2の金額データ
[(7238, '2024/06/04', '0', 45000, '1364-286-3')]が0の金額データ
[(3161, '1364-286-3', '1991', 'Cosmograph Daytona  Certified Pre-Owned', '116505', '', 'Champagne\nsales guarantee (original), Bucherer box', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1364-286-3.html')]
[(3161, '1364-286-3', '1991', 'Cosmograph Daytona  Certified Pre-Owned', '116505', '', 'Champagne\nsales guarantee (original), Bucherer box', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1364-286-3.html')]
呼び出し元→ID: 1365-257-2, Dates: ['2024/06/03', '2024/06/04']
[(6888, '2024/06/03', '0', 8400, '1365-257-2')]が2の金額データ
[(7239, '2024/06/04', '0', 24200, '1365-257-2')]が0の金額データ
[(3162, '1365-257-2', '1996', 'Datejust  Certified Pre-Owned', '116200', '', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1365-257-2.html')]
[(3162, '1365-257-2', '1996', 'Datejust  Certified Pre-Owned', '116200', '', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1365-257-2.html')]
呼び出し元→ID: 1365-639-2, Dates: ['2024/06/03', '2024/06/04']
[(6894, '2024/06/03', '0', 10500, '1365-639-2')]が2の金額データ
[(7245, '2024/06/04', '0', 13500, '1365-639-2')]が0の金額データ
[(3165, '1365-639-2', '1997', 'Yacht-Master  Certified Pre-Owned', '268655', '', 'Black\nsales guarantee (original)', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1365-639-2.html')]
[(3165, '1365-639-2', '1997', 'Yacht-Master  Certified Pre-Owned', '268655', '', 'Black\nsales guarantee (original)', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1365-639-2.html')]
呼び出し元→ID: 1366-020-7, Dates: ['2024/06/03', '2024/06/04']
[(6893, '2024/06/03', '0', 27000, '1366-020-7')]が2の金額データ
[(7244, '2024/06/04', '0', 13500, '1366-020-7')]が0の金額データ
[(3164, '1366-020-7', '2001', 'Sky-Dweller  Certified Pre-Owned', '326135', '', 'Grey\nsales guarantee (original)', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-020-7.html')]
[(3164, '1366-020-7', '2001', 'Sky-Dweller  Certified Pre-Owned', '326135', '', 'Grey\nsales guarantee (original)', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-020-7.html')]
呼び出し元→ID: 1366-024-1, Dates: ['2024/06/03', '2024/06/04']
[(6892, '2024/06/03', '0', 38000, '1366-024-1')]が2の金額データ
[(7243, '2024/06/04', '0', 29500, '1366-024-1')]が0の金額データ
[(2558, '1366-024-1', '-', 'Sky-Dweller', '326135', 'STRAP', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-024-1.html')]
[(2558, '1366-024-1', '-', 'Sky-Dweller', '326135', 'STRAP', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-024-1.html')]
呼び出し元→ID: 1366-035-4, Dates: ['2024/06/03', '2024/06/04']
[(6891, '2024/06/03', '0', 38000, '1366-035-4')]が2の金額データ
[(7242, '2024/06/04', '0', 32800, '1366-035-4')]が0の金額データ
[(2557, '1366-035-4', '-', 'Sky-Dweller', '326135', 'STRAP', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-035-4.html')]
[(2557, '1366-035-4', '-', 'Sky-Dweller', '326135', 'STRAP', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-035-4.html')]
呼び出し元→ID: 1366-094-5, Dates: ['2024/06/03', '2024/06/04']
[(6890, '2024/06/03', '0', 38000, '1366-094-5')]が2の金額データ
[(7241, '2024/06/04', '0', 38000, '1366-094-5')]が0の金額データ
[(2555, '1366-094-5', '-', 'Sky-Dweller', '326138', 'STRAP', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-094-5.html')]
[(2555, '1366-094-5', '-', 'Sky-Dweller', '326138', 'STRAP', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1366-094-5.html')]
呼び出し元→ID: 1368-853-8, Dates: ['2024/06/03', '2024/06/04']
[(6886, '2024/06/03', '0', 52000, '1368-853-8')]が2の金額データ
[(7237, '2024/06/04', '0', 13500, '1368-853-8')]が0の金額データ
[(2553, '1368-853-8', '1995', 'Cosmograph Daytona', '16528', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1368-853-8.html')]
[(2553, '1368-853-8', '1995', 'Cosmograph Daytona', '16528', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1368-853-8.html')]
呼び出し元→ID: 1369-454-1, Dates: ['2024/06/03', '2024/06/04']
[(6885, '2024/06/03', '0', 50000, '1369-454-1')]が2の金額データ
[(7236, '2024/06/04', '0', 8900, '1369-454-1')]が0の金額データ
[(2552, '1369-454-1', '2001', 'Day-Date', '118239', 'PRE', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1369-454-1.html')]
[(2552, '1369-454-1', '2001', 'Day-Date', '118239', 'PRE', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1369-454-1.html')]
呼び出し元→ID: 1373-860-4, Dates: ['2024/06/03', '2024/06/04']
[(6884, '2024/06/03', '0', 32000, '1373-860-4')]が2の金額データ
[(7235, '2024/06/04', '0', 10000, '1373-860-4')]が0の金額データ
[(2548, '1373-860-4', '2001', 'GMT-Master II', '16710', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1373-860-4.html')]
[(2548, '1373-860-4', '2001', 'GMT-Master II', '16710', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1373-860-4.html')]
呼び出し元→ID: 1373-924-3, Dates: ['2024/06/03', '2024/06/04']
[(6883, '2024/06/03', '0', 13900, '1373-924-3')]が2の金額データ
[(7234, '2024/06/04', '0', 10500, '1373-924-3')]が0の金額データ
[(2543, '1373-924-3', '1999', 'Day-Date', '18239', 'PRE', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1373-924-3.html')]
[(2543, '1373-924-3', '1999', 'Day-Date', '18239', 'PRE', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1373-924-3.html')]
呼び出し元→ID: 1373-933-4, Dates: ['2024/06/03', '2024/06/04']
[(6882, '2024/06/03', '0', 23500, '1373-933-4')]が2の金額データ
[(7233, '2024/06/04', '0', 10600, '1373-933-4')]が0の金額データ
[(2542, '1373-933-4', '2182', 'Day-Date', '-', 'PRE', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1373-933-4.html')]
[(2542, '1373-933-4', '2182', 'Day-Date', '-', 'PRE', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1373-933-4.html')]
呼び出し元→ID: 1374-154-9, Dates: ['2024/06/03', '2024/06/04']
[(6881, '2024/06/03', '0', 40000, '1374-154-9')]が2の金額データ
[(7232, '2024/06/04', '0', 14500, '1374-154-9')]が0の金額データ
